anio;id;codigo_iccs;tipo;estado_civil;estatus_migratorio;edad;sexo;genero;Nacionalidad;autoidentificacion_etnica;numero_detenciones;nivel_de_instruccion;condicion;movilizacion;tipo_arma;arma;fecha_detencion_aprehension;hora_detencion_aprehension;lugar;tipo_lugar;codigo_distrito;codigo_circuito;codigo_subcircuito;nombre_zona;nombre_subzona;nombre_distrito;nombre_circuito;nombre_subcircuito;codigo_provincia;codigo_canton;codigo_parroquia;nombre_provincia;nombre_canton;nombre_parroquia;presunta_flagrancia;presunta_infraccion;presunta_subinfraccion;presunta_modalidad
2024;872;0;DETENIDO;SOLTERO/A;SIN DATO;35;HOMBRE;MASCULINO;ECUATORIANO;SIN DATO;0;NO APLICA;SIN DATO;A PIE;ARMAS DE FUEGO;OTRO;30-01-24;12:05;ESPACIO PRIVADO;AREA PRIVADA;08D03;08D03C08;08D03C08S01;ZONA 1;ESMERALDAS;ATACAMES;TONCHIGUE;TONCHIGUE 1;8;806;80653;ESMERALDAS;ATACAMES;TONCHIGUE;SI;DELITOS CONTRA EL DERECHO A LA PROPIEDAD;ROBO  A DOMICILIO;ESTRUCHE
2024;873;90610.02;APREHENDIDO;SOLTERO/A;NO APLICA;29;HOMBRE;MASCULINO;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;0;NO APLICA;NORMAL;SIN DATO;NINGUNA;NINGUNA;1/8/2024;23:20;VIA PUBLICA;AREAS DE ACCESO PUBLICO;11D01;11D01C19;11D01C19S01;ZONA 7;LOJA;LOJA;CONSACOLA;CONSACOLA 1;11;1101;110150;LOJA;LOJA;LOJA;SI;TERRORISMO Y SU FINANCIACION;TERRORISMO;SIN DATO
2024;874;90111.03;APREHENDIDO;SOLTERO/A;NO APLICA;20;HOMBRE;MASCULINO;ECUATORIANO;MESTIZO/A;0;NO APLICA;SIN DATO;A PIE;NINGUNA;NINGUNA;21-01-24;11:00;ESPACIO PRIVADO;AREA PRIVADA;13D10;13D10C02;13D10C02S01;ZONA 4;MANABI;PEDERNALES;PEDERNALES SUR;PEDERNALES SUR 1;13;1317;131750;MANABI;PEDERNALES;PEDERNALES;SI;DELITOS CONTRA LA SEGURIDAD PUBLICA;TENENCIA Y PORTE DE ARMAS;SIN DATO
2024;875;90610.02;APREHENDIDO;SOLTERO/A;SIN DATO;24;HOMBRE;MASCULINO;ECUATORIANO;MULATO/A;0;SIN DATO;NORMAL;SIN DATO;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);CUCHILLO;14-01-24;15:00;GASOLINERA;LUGARES QUE PRESTAN SERVICIOS;12D03;12D03C06;12D03C06S01;ZONA 5;LOS RIOS;QUEVEDO;DIVINO NIÑO;DIVINO NIÑO 1;12;1205;120550;LOS RIOS;QUEVEDO;QUEVEDO;SI;TERRORISMO Y SU FINANCIACION;TERRORISMO;SIN DATO
2024;876;10102.04;DETENIDO;SOLTERO/A;REGULAR;37;HOMBRE;MASCULINO;ECUATORIANO;MESTIZO/A;0;NO APLICA;NORMAL;A PIE;NINGUNA;NINGUNA;28-01-24;17:10;VIA PUBLICA;AREAS DE ACCESO PUBLICO;08D03;08D03C08;08D03C08S01;ZONA 1;ESMERALDAS;ATACAMES;TONCHIGUE;TONCHIGUE 1;8;806;80653;ESMERALDAS;ATACAMES;TONCHIGUE;NO;DELITOS CONTRA LA INTEGRIDAD SEXUAL Y REPRODUCTIVA;VIOLACION;SIN DATO
2024;877;90111.03;APREHENDIDO;SOLTERO/A;NO APLICA;31;HOMBRE;MASCULINO;ECUATORIANO;MESTIZO/A;0;NO APLICA;SIN DATO;A PIE;NINGUNA;NINGUNA;21-01-24;11:10;ESPACIO PRIVADO;AREA PRIVADA;13D10;13D10C02;13D10C02S01;ZONA 4;MANABI;PEDERNALES;PEDERNALES SUR;PEDERNALES SUR 1;13;1317;131750;MANABI;PEDERNALES;PEDERNALES;SI;DELITOS CONTRA LA SEGURIDAD PUBLICA;TENENCIA Y PORTE DE ARMAS;SIN DATO
2024;878;90111.03;APREHENDIDO;SOLTERO/A;SIN DATO;35;HOMBRE;MASCULINO;ECUATORIANO;NEGRO/A;0;SIN DATO;NORMAL;A PIE;ARMAS DE FUEGO;REVOLVER;26-01-24;22:30;POLICIA NACIONAL;UNIDADES DE REACCION Y EMERGENCIA;08D04;08D04C02;08D04C02S01;ZONA 1;ESMERALDAS;QUININDE;ROSA ZARATE;ROSA ZARATE 1;8;804;80450;ESMERALDAS;QUININDE;ROSA ZARATE (QUININDE);SI;DELITOS CONTRA LA SEGURIDAD PUBLICA;TENENCIA Y PORTE DE ARMAS;SIN DATO
2024;879;50420.01;APREHENDIDO;SOLTERO/A;NO APLICA;18;HOMBRE;MASCULINO;ECUATORIANO;MESTIZO/A;0;SIN DATO;NORMAL;MOTOCICLETA;ARMAS BLANCAS (OBJETO CORTANTE O PUNZANTE);CUCHILLO;1/11/2024;14:15;VIA PUBLICA;AREAS DE ACCESO PUBLICO;21D02;21D02C02;21D02C02S01;ZONA 1;SUCUMBIOS;LAGO AGRIO;EL DORADO;EL DORADO 1;21;2101;210150;SUCUMBIOS;LAGO AGRIO;NUEVA LOJA;SI;DELITOS CONTRA EL DERECHO A LA PROPIEDAD;DAÑO A BIEN AJENO;SIN DATO
2024;880;4011;DETENIDO;SOLTERO/A;NO APLICA;30;HOMBRE;MASCULINO;ECUATORIANO;MESTIZO/A;0;BACHILLERATO;NORMAL;SIN DATO;NINGUNA;NINGUNA;24-01-24;10:00;VIA PUBLICA;AREAS DE ACCESO PUBLICO;15D01;15D01C05;15D01C05S01;ZONA 2;NAPO;TENA;PALANDACOCHA;PALANDACOCHA 1;15;1501;150150;NAPO;TENA;TENA;NO;DELITOS CONTRA EL DERECHO A LA PROPIEDAD;ROBO A PERSONAS;ASALTO
2024;881;0;APREHENDIDO;SOLTERO/A;NO APLICA;36;HOMBRE;MASCULINO;ECUATORIANO;MONTUBIO/A;0;BACHILLERATO;ALIENTO A LICOR;AUTOMOVIL;NINGUNA;NINGUNA;13-01-24;23:00;VIA PUBLICA;AREAS DE ACCESO PUBLICO;13D07;13D07C02;13D07C02S01;ZONA 4;MANABI;CHONE;RANCHO VIEJO;RANCHO VIEJO 1;13;1303;130350;MANABI;CHONE;CHONE;SI;DELITOS CULPOSOS DE TRANSITO;LESIONES CAUSADAS POR ACCIDENTE DE TRANSITO;SIN DATO
2024;882;0;DETENIDO;SOLTERO/A;NO APLICA;36;HOMBRE;MASCULINO;ECUATORIANO;MESTIZO/A;0;EDUCACION GENERAL BASICA;NORMAL;A PIE;NINGUNA;NINGUNA;23-01-24;11:16;CRS MASCULINO-BAHIA;CENTRO DE REHABILITACION SOCIAL (CRS);13D11;13D11C01;13D11C01S02;ZONA 4;MANABI;SUCRE;BAHIA;BAHIA 2;13;1314;131450;MANABI;SUCRE;BAHIA DE CARAQUEZ;NO;BOLETAS;BOLETA DE APREMIO;SIN DATO
2024;883;20112.05;APREHENDIDO;SOLTERO/A;SIN DATO;27;HOMBRE;MASCULINO;ECUATORIANO;MESTIZO/A;0;SIN DATO;NORMAL;A PIE;NINGUNA;NINGUNA;30-01-24;20:35;CASA/VILLA;VIVIENDA/ALOJAMIENTO;07D02;07D02C01;07D02C01S02;ZONA 7;EL ORO;MACHALA;9 DE MAYO;9 DE MAYO 2;7;701;70150;EL ORO;MACHALA;MACHALA;SI;CONTRAVENCION DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;SIN DATO
2024;884;80900.02;DETENIDO;CASADO/A;REGULAR;44;HOMBRE;MASCULINO;ECUATORIANO;MESTIZO/A;0;NO APLICA;NORMAL;A PIE;NINGUNA;NINGUNA;15-01-24;23:50;MAR;AREAS DE ACCESO PUBLICO;08D02;08D02C01;08D02C01S04;ZONA 1;ESMERALDAS;ELOY ALFARO;LIMONES;LIMONES 4;8;802;80257;ESMERALDAS;ELOY ALFARO;PAMPANAL DE BOLIVAR;NO;DELITOS CONTRA LA EFICIENCIA DE LA ADMINISTRACION PUBLICA;INCUMPLIMIENTO DE DECISIONES LEGITIMAS DE AUTORIDAD COMPETENTE;SIN DATO
2024;885;20190.01;APREHENDIDO;SOLTERO/A;NO APLICA;35;HOMBRE;MASCULINO;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;0;BACHILLERATO;NORMAL;A PIE;NINGUNA;NINGUNA;15-01-24;22:00;VIA PUBLICA;AREAS DE ACCESO PUBLICO;08D05;08D05C01;08D05C01S03;ZONA 1;ESMERALDAS;SAN LORENZO;FRONTERA;FRONTERA 3;8;805;80550;ESMERALDAS;SAN LORENZO;SAN LORENZO;SI;DELITOS CONTRA LA EFICIENCIA DE LA ADMINISTRACION PUBLICA;ATAQUE O RESISTENCIA;SIN DATO
2024;886;60124.01;APREHENDIDO;SOLTERO/A;SIN DATO;25;HOMBRE;MASCULINO;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;0;BACHILLERATO;NORMAL;AUTOMOVIL;NINGUNA;NINGUNA;1/6/2024;22:50;VIA PUBLICA;AREAS DE ACCESO PUBLICO;08D06;08D06C01;08D06C01S01;ZONA 1;ESMERALDAS;RIO VERDE;PALESTINA;PALESTINA 1;8;807;80750;ESMERALDAS;RIOVERDE;RIOVERDE;SI;DELITOS POR LA PRODUCCION O TRAFICO ILICITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACION;TRAFICO ILICITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACION;SIN DATO
2024;887;0;APREHENDIDO;CASADO/A;SIN DATO;49;HOMBRE;MASCULINO;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;0;BACHILLERATO;NORMAL;A PIE;NINGUNA;NINGUNA;1/8/2024;18:00;ESPACIO PRIVADO;AREA PRIVADA;08D01;08D01C15;08D01C15S01;ZONA 1;ESMERALDAS;ESMERALDAS;PROPICIA;PROPICIA 1;8;801;80150;ESMERALDAS;ESMERALDAS;ESMERALDAS;SI;BOLETAS;BOLETA DE AUXILIO;SIN DATO
2024;888;20190.01;APREHENDIDO;SOLTERO/A;NO APLICA;21;MUJER;FEMENINO;ECUATORIANO;MESTIZO/A;0;TERCER NIVEL TECNICO-TECNOLOGICO Y DE GRADO;ALIENTO A LICOR;A PIE;NINGUNA;NINGUNA;1/2/2024;1:20;ESPACIO PRIVADO;AREA PRIVADA;17D08;17D08C08;17D08C08S02;ZONA 9;DMQ;LOS CHILLOS;ALANGASI;ALANGASI 2;17;1701;170151;PICHINCHA;QUITO;ALANGASI;SI;DELITOS CONTRA LA EFICIENCIA DE LA ADMINISTRACION PUBLICA;ATAQUE O RESISTENCIA;SIN DATO
2024;889;70212.02;APREHENDIDO;CASADO/A;REGULAR;42;HOMBRE;MASCULINO;ECUATORIANO;MESTIZO/A;0;NO APLICA;NORMAL;SIN DATO;NINGUNA;NINGUNA;18-01-24;15:20;VIA PUBLICA;AREAS DE ACCESO PUBLICO;23D02;23D02C08;23D02C08S01;ZONA 4;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO OESTE;VALLE HERMOSO;VALLE HERMOSO 1;23;2301;230155;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO;VALLE HERMOSO;SI;DELITOS CONTRA DEL REGIMEN MONETARIO;FALSIFICACION DE MONEDA Y OTROS DOCUMENTOS;SIN DATO
2024;890;90111.03;APREHENDIDO;SOLTERO/A;NO APLICA;18;HOMBRE;MASCULINO;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;0;NO APLICA;NORMAL;MOTOCICLETA;ARMAS DE FUEGO;REVOLVER;23-01-24;18:00;TERRENO BALDIO;AREAS DE ACCESO PUBLICO;17D06;17D06C05;17D06C05S05;ZONA 9;DMQ;ELOY ALFARO;ARGELIA;ARGELIA 5;17;1701;170150;PICHINCHA;QUITO;QUITO;SI;DELITOS CONTRA LA SEGURIDAD PUBLICA;TENENCIA Y PORTE DE ARMAS;SIN DATO
2024;891;0;DETENIDO;SOLTERO/A;NO APLICA;33;HOMBRE;MASCULINO;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;0;NO APLICA;NORMAL;A PIE;NINGUNA;NINGUNA;1/3/2024;0:05;GASOLINERA;LUGARES QUE PRESTAN SERVICIOS;08D01;08D01C13;08D01C13S01;ZONA 1;ESMERALDAS;ESMERALDAS;CENTRO;CENTRO 1;8;801;80150;ESMERALDAS;ESMERALDAS;ESMERALDAS;NO;BOLETAS;BOLETA DE APREMIO;SIN DATO
2024;892;90111.03;APREHENDIDO;SOLTERO/A;SIN DATO;31;HOMBRE;MASCULINO;ECUATORIANO;SIN DATO;0;SIN DATO;NORMAL;SIN DATO;ARMAS DE FUEGO;PISTOLA;26-01-24;11:00;ESPACIO PRIVADO;AREA PRIVADA;09D10;09D10C03;09D10C03S01;ZONA 8;DMG;PROGRESO;PROGRESO;PROGRESO 1;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;SI;DELITOS CONTRA LA SEGURIDAD PUBLICA;TENENCIA Y PORTE DE ARMAS;SIN DATO
2024;893;90610.02;APREHENDIDO;SOLTERO/A;SIN DATO;29;HOMBRE;MASCULINO;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;0;NO APLICA;NORMAL;A PIE;NINGUNA;NINGUNA;25-01-24;19:30;CASA/VILLA;VIVIENDA/ALOJAMIENTO;08D01;08D01C21;08D01C21S01;ZONA 1;ESMERALDAS;ESMERALDAS;SAN MATEO;SAN MATEO 1;8;801;80163;ESMERALDAS;ESMERALDAS;SAN MATEO;SI;TERRORISMO Y SU FINANCIACION;TERRORISMO;SIN DATO
2024;894;20112.05;APREHENDIDO;SOLTERO/A;REGULAR;33;HOMBRE;MASCULINO;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;0;NO APLICA;ALIENTO A LICOR;A PIE;NINGUNA;NINGUNA;1/1/2024;5:45;ESPACIO PRIVADO;AREA PRIVADA;07D02;07D02C17;07D02C17S01;ZONA 7;EL ORO;MACHALA;PUERTO BOLIVAR;PUERTO BOLIVAR 1;7;701;70150;EL ORO;MACHALA;MACHALA;SI;CONTRAVENCION DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;SIN DATO
2024;895;60124.01;APREHENDIDO;SOLTERO/A;SIN DATO;32;HOMBRE;MASCULINO;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;0;SIN DATO;NORMAL;A PIE;NINGUNA;NINGUNA;1/10/2024;13:45;VIA PUBLICA;AREAS DE ACCESO PUBLICO;08D01;08D01C14;08D01C14S01;ZONA 1;ESMERALDAS;ESMERALDAS;SANTA VAINAS;SANTA VAINAS 1;8;801;80150;ESMERALDAS;ESMERALDAS;ESMERALDAS;SI;DELITOS POR LA PRODUCCION O TRAFICO ILICITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACION;TRAFICO ILICITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACION;SIN DATO
2024;896;4011;APREHENDIDO;SOLTERO/A;NO APLICA;22;MUJER;FEMENINO;ECUATORIANO;MESTIZO/A;0;BACHILLERATO;NORMAL;A PIE;ARMAS DE FUEGO;REVOLVER;1/12/2024;18:00;ESPACIO PRIVADO;AREA PRIVADA;13D03;13D03C07;13D03C07S01;ZONA 4;MANABI;JIPIJAPA;JULCUY;JULCUY 1;13;1306;130653;MANABI;JIPIJAPA;JULCUY;SI;DELITOS CONTRA EL DERECHO A LA PROPIEDAD;ROBO A PERSONAS;ASALTO
2024;897;50900.05;APREHENDIDO;SOLTERO/A;REGULAR;13;HOMBRE;MASCULINO;ECUATORIANO;AFROECUATORIANO/A  AFRODESCENDIENTE;0;BACHILLERATO;NORMAL;A PIE;NINGUNA;NINGUNA;1/4/2024;17:45;FUERZAS ARMADAS;UNIDADES DE REACCION Y EMERGENCIA;08D05;08D05C01;08D05C01S03;ZONA 1;ESMERALDAS;SAN LORENZO;FRONTERA;FRONTERA 3;8;805;80550;ESMERALDAS;SAN LORENZO;SAN LORENZO;SI;DELITOS CONTRA EL DERECHO A LA INTIMIDAD PERSONAL Y FAMILIAR;VIOLACION DE PROPIEDAD PRIVADA;SIN DATO
2024;898;0;DETENIDO;CASADO/A;REGULAR;53;HOMBRE;MASCULINO;ECUATORIANO;MESTIZO/A;0;EDUCACION GENERAL BASICA;NORMAL;A PIE;NINGUNA;NINGUNA;31-01-24;12:00;VIA PUBLICA;AREAS DE ACCESO PUBLICO;17D07;17D07C05;17D07C05S03;ZONA 9;DMQ;QUITUMBE;TURUBAMBA;TURUBAMBA 3;17;1701;170150;PICHINCHA;QUITO;QUITO;NO;DELITOS CULPOSOS DE TRANSITO;DAÑOS MATERIALES;SIN DATO
2024;899;20112.05;APREHENDIDO;CASADO/A;REGULAR;38;HOMBRE;MASCULINO;ECUATORIANO;INDIGENA;0;EDUCACION INICIAL;ALIENTO A LICOR;A PIE;NINGUNA;NINGUNA;31-01-24;5:50;VIA PUBLICA;AREAS DE ACCESO PUBLICO;04D01;04D01C02;04D01C02S01;ZONA 1;CARCHI;TULCAN;OLIMPICO;OLIMPICO 1;4;401;40150;CARCHI;TULCAN;TULCAN;SI;CONTRAVENCION DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;SIN DATO
2024;900;50290.01;APREHENDIDO;CASADO/A;SIN DATO;42;HOMBRE;MASCULINO;ECUATORIANO;MESTIZO/A;0;NO APLICA;NORMAL;A PIE;NINGUNA;NINGUNA;19-01-24;14:00;CENTRO COMERCIAL;AREAS DEDICADAS AL COMERCIO;17D05;17D05C10;17D05C10S01;ZONA 9;DMQ;EUGENIO ESPEJO;IÑAQUITO;IÑAQUITO 1;17;1701;170150;PICHINCHA;QUITO;QUITO;SI;CONTRAVENCIONES CONTRA EL DERECHO DE PROPIEDAD;CONTRAVENCION DE HURTO;SIN DATO
2024;901;20111;DETENIDO;CASADO/A;REGULAR;41;MUJER;FEMENINO;ECUATORIANO;MESTIZO/A;0;EDUCACION GENERAL BASICA;NORMAL;A PIE;NINGUNA;NINGUNA;18-01-24;15:00;VIA PUBLICA;AREAS DE ACCESO PUBLICO;17D07;17D07C02;17D07C02S01;ZONA 9;DMQ;QUITUMBE;GUAMANI;GUAMANI 1;17;1701;170150;PICHINCHA;QUITO;QUITO;NO;DELITOS CONTRA LA INTEGRIDAD PERSONAL;LESIONES;SIN DATO
2024;902;20112.05;APREHENDIDO;SOLTERO/A;NO APLICA;21;HOMBRE;MASCULINO;ECUATORIANO;MESTIZO/A;0;NO APLICA;ALIENTO A LICOR;SIN DATO;NINGUNA;NINGUNA;24-01-24;22:00;CASA/VILLA;VIVIENDA/ALOJAMIENTO;05D01;05D01C07;05D01C07S01;ZONA 3;COTOPAXI;LATACUNGA;ELOY ALFARO;ELOY ALFARO 1;5;501;50150;COTOPAXI;LATACUNGA;LATACUNGA;SI;CONTRAVENCION DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;SIN DATO
2024;903;0;DETENIDO;DIVORCIADO/A;REGULAR;48;HOMBRE;MASCULINO;ECUATORIANO;MESTIZO/A;0;EDUCACION GENERAL BASICA;NORMAL;A PIE;NINGUNA;NINGUNA;20-01-24;16:25;VIA PUBLICA;AREAS DE ACCESO PUBLICO;18D03;18D03C01;18D03C01S01;ZONA 3;TUNGURAHUA;BAÑOS;BAÑOS;BAÑOS 1;18;1802;180250;TUNGURAHUA;BAÑOS DE AGUA SANTA;BAÑOS DE AGUA SANTA;NO;DELITOS CULPOSOS DE TRANSITO;DAÑOS MATERIALES;SIN DATO
2024;904;0;DETENIDO;SOLTERO/A;REGULAR;27;HOMBRE;MASCULINO;ECUATORIANO;MESTIZO/A;0;NO APLICA;NORMAL;SIN DATO;NINGUNA;NINGUNA;1/3/2024;10:30;CONJUNTO HABITACIONAL;VIVIENDA/ALOJAMIENTO;17D07;17D07C03;17D07C03S03;ZONA 9;DMQ;QUITUMBE;LAS CUADRAS;LAS CUADRAS 3;17;1701;170150;PICHINCHA;QUITO;QUITO;SI;BOLETAS;BOLETA DE APREMIO;SIN DATO
2024;905;60124.01;DETENIDO;SOLTERO/A;REGULAR;30;HOMBRE;MASCULINO;ECUATORIANO;MESTIZO/A;0;NO APLICA;NORMAL;SIN DATO;NINGUNA;NINGUNA;1/3/2024;19:30;CASA/VILLA;VIVIENDA/ALOJAMIENTO;18D02;18D02C10;18D02C10S01;ZONA 3;TUNGURAHUA;AMBATO SUR;SANTA ROSA;SANTA ROSA 1;18;1801;180165;TUNGURAHUA;AMBATO;SANTA ROSA;SI;DELITOS POR LA PRODUCCION O TRAFICO ILICITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACION;TRAFICO ILICITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACION;SIN DATO
2024;906;20112.05;APREHENDIDO;SOLTERO/A;NO APLICA;34;MUJER;FEMENINO;ECUATORIANO;MESTIZO/A;0;EDUCACION GENERAL BASICA;NORMAL;A PIE;NINGUNA;NINGUNA;1/8/2024;12:00;ESPACIO PRIVADO;AREA PRIVADA;17D02;17D02C02;17D02C02S04;ZONA 9;DMQ;CALDERON;CALDERON;CALDERON 4;17;1701;170155;PICHINCHA;QUITO;CALDERON (CARAPUNGO);SI;CONTRAVENCION DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;SIN DATO
2024;907;0;APREHENDIDO;SOLTERO/A;NO APLICA;42;HOMBRE;MASCULINO;ECUATORIANO;MESTIZO/A;0;NO APLICA;ALIENTO A LICOR;AUTOMOVIL;NINGUNA;NINGUNA;20-01-24;1:33;VIA PUBLICA;AREAS DE ACCESO PUBLICO;05D06;05D06C03;05D06C03S02;ZONA 3;COTOPAXI;SALCEDO;MULALILLO;MULALILLO 2;5;505;50555;COTOPAXI;SALCEDO;PANSALEO;SI;DELITOS CULPOSOS DE TRANSITO;DAÑOS MATERIALES;SIN DATO
2024;908;4011;APREHENDIDO;SOLTERO/A;SIN DATO;16;HOMBRE;MASCULINO;ECUATORIANO;SIN DATO;0;NO APLICA;NORMAL;BUS;NINGUNA;NINGUNA;1/10/2024;12:05;VIA PUBLICA;AREAS DE ACCESO PUBLICO;17D07;17D07C04;17D07C04S01;ZONA 9;DMQ;QUITUMBE;QUITUMBE;QUITUMBE 1;17;1701;170150;PICHINCHA;QUITO;QUITO;SI;DELITOS CONTRA EL DERECHO A LA PROPIEDAD;ROBO A PERSONAS;ARRANCHADORES
2024;909;4011;APREHENDIDO;SOLTERO/A;SIN DATO;19;HOMBRE;MASCULINO;ECUATORIANO;SIN DATO;0;SIN DATO;NORMAL;A PIE;NINGUNA;NINGUNA;1/10/2024;12:05;VIA PUBLICA;AREAS DE ACCESO PUBLICO;17D07;17D07C04;17D07C04S01;ZONA 9;DMQ;QUITUMBE;QUITUMBE;QUITUMBE 1;17;1701;170150;PICHINCHA;QUITO;QUITO;SI;DELITOS CONTRA EL DERECHO A LA PROPIEDAD;ROBO A PERSONAS;ARRANCHADORES
2024;910;20111.11;APREHENDIDO;SOLTERO/A;SIN DATO;23;MUJER;FEMENINO;ECUATORIANO;MESTIZO/A;0;SIN DATO;ALIENTO A LICOR;A PIE;NINGUNA;NINGUNA;20-01-24;22:50;CASA/VILLA;VIVIENDA/ALOJAMIENTO;07D01;07D01C07;07D01C07S02;ZONA 7;EL ORO;PASAJE;BUENA VISTA;BUENA VISTA 2;7;709;70951;EL ORO;PASAJE;BUENAVISTA;SI;DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;VIOLENCIA FISICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;SIN DATO
2024;911;20111.11;APREHENDIDO;SOLTERO/A;SIN DATO;52;MUJER;FEMENINO;ECUATORIANO;MESTIZO/A;0;SIN DATO;NORMAL;A PIE;NINGUNA;NINGUNA;20-01-24;22:50;CASA/VILLA;VIVIENDA/ALOJAMIENTO;07D01;07D01C07;07D01C07S02;ZONA 7;EL ORO;PASAJE;BUENA VISTA;BUENA VISTA 2;7;709;70951;EL ORO;PASAJE;BUENAVISTA;SI;DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;VIOLENCIA FISICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;SIN DATO
2024;912;0;DETENIDO;SOLTERO/A;REGULAR;30;MUJER;FEMENINO;ECUATORIANO;MESTIZO/A;0;NO APLICA;NORMAL;A PIE;NINGUNA;NINGUNA;24-01-24;12:20;ESPACIO PRIVADO;AREA PRIVADA;17D04;17D04C08;17D04C08S03;ZONA 9;DMQ;MANUELA SAENZ;ITCHIMBIA;ITCHIMBIA 3;17;1701;170150;PICHINCHA;QUITO;QUITO;SI;BOLETAS;BOLETA DE AUXILIO;SIN DATO
2024;913;0;APREHENDIDO;DIVORCIADO/A;SIN DATO;41;HOMBRE;MASCULINO;ECUATORIANO;MESTIZO/A;0;NO APLICA;NORMAL;AUTOMOVIL;NINGUNA;NINGUNA;14-01-24;21:30;VIA PUBLICA;AREAS DE ACCESO PUBLICO;01D06;01D06C02;01D06C02S01;ZONA 6;AZUAY;PAUTE;PAUTE;PAUTE 1;1;105;10550;AZUAY;PAUTE;PAUTE;NO;BOLETAS;BOLETA DE APREMIO;SIN DATO
2024;914;20111.11;APREHENDIDO;SOLTERO/A;SIN DATO;31;MUJER;FEMENINO;ECUATORIANO;SIN DATO;0;SIN DATO;ALIENTO A LICOR;A PIE;NINGUNA;NINGUNA;20-01-24;22:50;CASA/VILLA;VIVIENDA/ALOJAMIENTO;07D01;07D01C07;07D01C07S02;ZONA 7;EL ORO;PASAJE;BUENA VISTA;BUENA VISTA 2;7;709;70951;EL ORO;PASAJE;BUENAVISTA;SI;DELITOS DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;VIOLENCIA FISICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;SIN DATO
2024;915;20112.05;APREHENDIDO;SOLTERO/A;SIN DATO;28;HOMBRE;MASCULINO;ECUATORIANO;MESTIZO/A;0;SIN DATO;NORMAL;A PIE;NINGUNA;NINGUNA;1/4/2024;19:15;FISCALIA GENERAL DEL ESTADO;ENTIDADES PUBLICAS;09D06;09D06C05;09D06C05S02;ZONA 8;DMG;FLORIDA;FLORIDA;FLORIDA 2;9;901;90150;GUAYAS;GUAYAQUIL;GUAYAQUIL;SI;CONTRAVENCION DE VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;VIOLENCIA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;SIN DATO
